StudentID,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,IsAnomaly,Salary Package,Gender_Female,Gender_Male,City_Ahmedabad,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Jaipur,City_Kochi,City_Kolkata,City_Mumbai,City_Pune,Stream_CS,Stream_Civil,Stream_ECE,Stream_EE,Stream_IT,Stream_Mechanical,Specialisation_AI,Specialisation_DataScience,Specialisation_Embedded,Specialisation_Networking,Hostel_No,Hostel_Yes,HistoryOfBacklogs_No,HistoryOfBacklogs_Yes,CollegeTier,CGPA_Tier,PlacementStatus
0.0582716656607794,-0.4907656182977245,-0.6443631447279503,-0.5357807909720889,-0.8208232583054857,-0.8272177016137466,-0.9651937593374591,-1.1512617328206687,-1.0590941975963566,-0.9014499659405353,-1.2109269964628018,-1.386163331778517,-0.9162318554348923,-1.8345399421239494,-1.637990695815193,-1.0267744664552887,-1.8674491264129556,-1.1189788635523248,-1.5372358694496684,-1.4089011474572342,0.9355897511366429,-0.19145798986781992,-1.0803718425478983,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
-0.9877479783750593,-0.5564657618491708,-0.3053376102617682,-0.4391790086301707,-0.318886435769767,-0.22298115940578023,-0.6661372993092657,-0.37558525787849883,-0.22471039810265409,-0.438314432713489,0.2956162712857609,-0.1586445299485101,-0.08885976275393495,0.1825019504391052,-0.790870973113914,-1.0267744664552887,0.12275872824083382,0.15072675384072956,-0.003729369845000517,-0.17523056896853478,0.9355897511366429,-0.19145798986781992,-0.1727741533969527,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1
-0.014659649576162795,0.4684564775533948,0.6400220531535478,0.48175798302945316,0.005148728145696836,0.3812553828021862,0.6983077995693656,0.4431843545604583,0.2625210176600918,0.3088775608928122,0.896630872781198,1.0688742718814968,0.7385123299270224,0.1825019504391052,2.5976079176912017,1.7659537782688823,0.06860341246794179,0.5739619596384148,0.41405284959857896,1.1727802094776536,0.9355897511366429,-0.19145798986781992,-0.1648326736168819,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1
1.701203939257205,0.015125487048414085,0.48354872955377165,0.08247061601618978,0.44354924403132484,0.4882556038181796,0.3307175674513778,0.4739651670581639,0.30515376653933224,-1.765969627964355,-2.0892203318512226,2.2963930737115037,2.393256515288937,1.1910228967206324,0.9033684722886439,0.3695896559067968,0.06860341246794179,0.5739619596384148,-2.5005925166372163,1.5158008093501214,0.9355897511366429,5.223077922683648,-0.03436550580143343,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1
-1.5039573542529023,0.42246637706738205,0.6139431658869189,0.5075184583206309,0.24023306275103354,0.3749612521541861,0.5799312841415384,0.030721467091209265,0.37214808620671,0.35210354399400284,1.1450502413993116,-0.1586445299485101,0.7385123299270224,-0.8260189958424221,-0.790870973113914,-1.0267744664552887,0.4409212084065759,1.632049974132627,-0.7164166853664008,-0.7168420424513784,0.9355897511366429,-0.19145798986781992,-0.16596717072832057,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1
-0.4478758256220525,-1.2200372117187812,-0.9377506264775314,-1.1025112473780114,-0.7191651676653401,-1.110453580773731,-1.0524185601790153,-0.9727330203339787,-0.7972073116238804,-0.9014499659405353,0.6001303360434488,1.0688742718814968,0.7385123299270224,0.1825019504391052,0.9033684722886439,0.3695896559067968,1.4224863067902476,0.785579562537257,1.2741927131588895,0.5709896833856052,0.9355897511366429,-0.19145798986781992,-0.42236351791346277,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
-0.2869550644094274,-0.29366518764338506,-0.07714734667876101,-0.5357807909720889,-0.2362892371246488,-0.23556942070177983,-0.024411978832101167,-0.14165108289593975,-0.14553529304120794,-0.2962862025238618,0.015142790587890271,-1.386163331778517,-0.08885976275393495,-0.8260189958424221,-0.790870973113914,-1.0267744664552887,0.36645764921884943,0.2565355552901509,-0.13152157814538926,0.5950613044292875,-1.0688445430116196,-0.19145798986781992,-1.0803718425478983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0
1.2334997863580703,1.0926078412921365,0.5161473386370583,0.6878417853588796,0.5896827493265338,0.8407269201061603,0.9537518591767806,0.9541458420223639,0.7436620407258034,0.7349622514616945,1.8662677631938362,1.0688742718814968,0.7385123299270224,1.1910228967206324,0.9033684722886439,1.7659537782688823,-0.2157119953397426,1.4204323712337845,0.7040428607417697,0.9200281885189932,0.9355897511366429,-0.19145798986781992,1.4314047621773438,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
-1.5439273234027393,0.12681573108587313,0.3987923459372261,-0.03989164161690729,0.5261464426764431,0.5134321264101788,0.27464448119609164,0.3446857545678017,0.3843288716007784,0.2656515777916211,-0.14512776981089295,-0.1586445299485101,-0.08885976275393495,0.1825019504391052,0.056248749587364935,0.3695896559067968,-1.0212723174615144,-1.54221406935001,0.09457232884760641,0.09557516777288703,-1.0688445430116196,-0.19145798986781992,-1.0803718425478983,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0
0.4263978572230804,1.099177855647282,0.9073306476364994,0.996967488853018,0.6976944706316884,0.8784917039941585,0.8602967154179701,0.6217130670471477,0.9690065705160741,0.7349622514616945,-0.9705211558646275,-0.1586445299485101,0.7385123299270224,0.1825019504391052,0.9033684722886439,0.3695896559067968,0.06860341246794179,0.0449179523913087,0.01593096989352115,1.7986423566133845,0.9355897511366429,-0.19145798986781992,1.0502137327339467,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
